# Times (BJD) 	 Diff. Mag. 	 Diff. Mag. Err.
2460278.6740183095	0.01045754433121839	0.0024072214404027292
2460278.6764488653	0.009798676067474915	0.002411329529091451
2460278.678867847	0.00789966475676319	0.0025265829807498467
2460278.6812984026	0.008284294172829252	0.0024591974621132585
2460278.6837289585	0.009339193556998276	0.0025009441596308014
2460278.68614794	0.010288171690251998	0.002473448206591687
2460278.6885784953	0.009260179031666205	0.0024891078668460285
2460278.691009051	0.008560523082638383	0.002543299060072742
2460278.6934280326	0.00860966141375248	0.002465891179441756
2460278.695847014	0.009167019043732317	0.002480800700691807
2460278.6982775694	0.00959647422117711	0.0024769797810009118
2460278.700708125	0.009552541486903973	0.002538406484658862
2460278.70313868	0.009311691472723567	0.0025361796821773562
2460278.7055692356	0.00904314265516285	0.002517566234101964
2460278.707999791	0.006375117919579483	0.002533277848189114
2460278.7104187724	0.010117659450598825	0.002607101696364312
2460278.712849328	0.008488533547560798	0.0025365949860508795
2460278.715279883	0.005757107427450842	0.002513621430909723
2460278.717698864	0.007880830901281872	0.0024642404699969237
2460278.720129419	0.011315002512838204	0.002508291998663514
2460278.7225484005	0.012430293646955262	0.0024834008452989504
2460278.7249789555	0.010478012234583164	0.0026030996558071345
2460278.7273979364	0.011864442837911262	0.002551405524892618
2460278.729840066	0.010713424508706004	0.002472159790893188
2460278.7322706208	0.007814688841286865	0.0025128804129233876
2460278.7347011757	0.009546510852047052	0.0025288016774712672
2460278.7371201566	0.010621796424278247	0.002546217765903885
2460278.7395507116	0.007940907492955207	0.002560498818288952
2460278.7419696925	0.011092015647456974	0.0025002713870443238
2460278.7443886735	0.009334259800546738	0.002532005464373855
2460278.7468192284	0.009399801726315632	0.002506819099988048
2460278.749249783	0.009728378015350096	0.002517947845293095
2460278.751668764	0.01136116959428619	0.0025546314187217555
2460278.7540993188	0.009465303623242254	0.0024889297717178
2460278.756518299	0.00996214256020787	0.002535058596714884
2460278.75893728	0.006728209931045618	0.0024991773075050735
2460278.7613678346	0.009932811140826121	0.0025342561654369293
2460278.763798389	0.01227317738009499	0.002556854824828498
2460278.76621737	0.010495064866679435	0.002508767958568126
2460278.7686479245	0.0067162891261359275	0.002508295142393972
2460278.771078479	0.012695831001802852	0.0025442410146706462
2460278.7734974595	0.00978204988018894	0.0025340265531659557
2460278.77591644	0.008971581310131725	0.0025423035077118193
2460278.7783469944	0.009614236251548624	0.002512636502239338
2460278.780777549	0.009836853698077812	0.0025352687464554225
2460278.7831965294	0.00624896268118536	0.002531077565178594
2460278.7856155094	0.008369583734892952	0.0025532350294673388
2460278.788046064	0.006499368228733873	0.0025459224602965703
2460278.7904766183	0.007553967937804838	0.002551932891822485
2460278.7929071723	0.008710310815087708	0.0025681080376843456
2460278.795337727	0.007883622885151252	0.0077013550467936705
2460278.797756707	0.0021465677260913995	0.002807529307075342
2460278.800175687	0.00861460273552327	0.0025464061951638146
2460278.8026178153	0.00457959029752295	0.0025444581559997416
2460278.8050483693	0.006149588129611924	0.0025586960532906298
2460278.8074789234	0.008113633462693847	0.0026718625893945923
2460278.809909478	0.003437262578249379	0.0025539051161571386
2460278.812351606	0.009700029503486921	0.002527107094553738
2460278.81478216	0.008153468221577437	0.002503208228918858
2460278.81720114	0.00793728066830763	0.002509281274996291
2460278.819631694	0.009104968686640728	0.0025749255279310297
2460278.822062248	0.005019292163800737	0.007659511657006575
2460278.824492802	0.007711927212479135	0.0026065696502860065
2460278.8269233555	0.00933300193108914	0.002567122423306042
2460278.8293539095	0.0066817868923363735	0.002586570666257692
2460278.8317728895	0.00837583146056243	0.002554077358194414
2460278.834203443	0.00914119648722324	0.0028637903013640216
2460278.836633997	0.006398055622723445	0.0025941746302274387
2460278.8390645506	0.008781918963570343	0.0026700589242068767
